,subfield,description,field,url,content
164,Game theory,Useful in artificial intelligence and cybernetics.,Mathematical foundations,https://en.wikipedia.org/wiki/Game_theory,second edit book provid axiomat theori expect util allow mathemat statistician economist treat decis make uncertainti
165,Game theory,Useful in artificial intelligence and cybernetics.,Mathematical foundations,https://en.wikipedia.org/wiki/Game_theory,game theori develop extens mani scholar
166,Game theory,Useful in artificial intelligence and cybernetics.,Mathematical foundations,https://en.wikipedia.org/wiki/Game_theory,explicitli appli biolog although similar develop go back least far
167,Game theory,Useful in artificial intelligence and cybernetics.,Mathematical foundations,https://en.wikipedia.org/wiki/Game_theory,game theori wide recogn import tool mani field
168,Game theory,Useful in artificial intelligence and cybernetics.,Mathematical foundations,https://en.wikipedia.org/wiki/Game_theory,nobel memori prize econom scienc go game theorist jean tirol eleven game theorist econom nobel prize
169,Game theory,Useful in artificial intelligence and cybernetics.,Mathematical foundations,https://en.wikipedia.org/wiki/Game_theory,john maynard smith award crafoord prize applic game theori biolog
170,Game theory,Useful in artificial intelligence and cybernetics.,Mathematical foundations,https://en.wikipedia.org/wiki/Game_theory,histori discuss two person game began long rise modern mathemat game theori
171,Game theory,Useful in artificial intelligence and cybernetics.,Mathematical foundations,https://en.wikipedia.org/wiki/Game_theory,letter attribut charl waldegraveto analyz game call le
172,Game theory,Useful in artificial intelligence and cybernetics.,Mathematical foundations,https://en.wikipedia.org/wiki/Game_theory,activ jacobit uncl jame waldegrav british diplomat
173,Game theory,Useful in artificial intelligence and cybernetics.,Mathematical foundations,https://en.wikipedia.org/wiki/Game_theory,true ident origin correspond somewhat elus given limit detail evid avail subject natur interpret
174,Game theory,Useful in artificial intelligence and cybernetics.,Mathematical foundations,https://en.wikipedia.org/wiki/Game_theory,one theori postul franci waldegrav true correspond yet proven
175,Game theory,Useful in artificial intelligence and cybernetics.,Mathematical foundations,https://en.wikipedia.org/wiki/Game_theory,letter waldegrav provid minimax mix strategi solut two person version card game le problem known waldegrav problem
176,Game theory,Useful in artificial intelligence and cybernetics.,Mathematical foundations,https://en.wikipedia.org/wiki/Game_theory,recherch sur le princip math matiqu de la th ori de richess research mathemat principl theori wealth antoin augustin cournot consid duopoli present solut nash equilibrium game
177,Game theory,Useful in artificial intelligence and cybernetics.,Mathematical foundations,https://en.wikipedia.org/wiki/Game_theory,ernst zermelo publish ber ein anwendung der mengenlehr auf die theori de schachspiel applic set theori theori game chess prove optim chess strategi strictli determin
178,Game theory,Useful in artificial intelligence and cybernetics.,Mathematical foundations,https://en.wikipedia.org/wiki/Game_theory,pave way gener theorem
179,Game theory,Useful in artificial intelligence and cybernetics.,Mathematical foundations,https://en.wikipedia.org/wiki/Game_theory,danish mathemat economist frederik zeuthen prove mathemat model win strategi use brouwer fix point theorem
180,Game theory,Useful in artificial intelligence and cybernetics.,Mathematical foundations,https://en.wikipedia.org/wiki/Game_theory,book applic aux jeux de hasard earlier note mile borel prove minimax theorem two person zero sum matrix game pay matrix symmetr provid solut non trivial infinit game known english blotto game
181,Game theory,Useful in artificial intelligence and cybernetics.,Mathematical foundations,https://en.wikipedia.org/wiki/Game_theory,borel conjectur non exist mix strategi equilibria finit two person zero sum game conjectur prove fals von neumann
182,Game theory,Useful in artificial intelligence and cybernetics.,Mathematical foundations,https://en.wikipedia.org/wiki/Game_theory,game theori realli exist uniqu field john von neumann publish paper theori game strategi
183,Game theory,Useful in artificial intelligence and cybernetics.,Mathematical foundations,https://en.wikipedia.org/wiki/Game_theory,von neumann origin proof use brouwer fix point theorem continu map compact convex set becam standard method game theori mathemat econom
184,Game theory,Useful in artificial intelligence and cybernetics.,Mathematical foundations,https://en.wikipedia.org/wiki/Game_theory,paper follow book theori game econom behavior co author oskar morgenstern
185,Game theory,Useful in artificial intelligence and cybernetics.,Mathematical foundations,https://en.wikipedia.org/wiki/Game_theory,second edit book provid axiomat theori util reincarn daniel bernoulli old theori util money independ disciplin
186,Game theory,Useful in artificial intelligence and cybernetics.,Mathematical foundations,https://en.wikipedia.org/wiki/Game_theory,von neumann work game theori culmin book
187,Game theory,Useful in artificial intelligence and cybernetics.,Mathematical foundations,https://en.wikipedia.org/wiki/Game_theory,foundat work contain method find mutual consist solut two person zero sum game
